filter,signals,successes,failures,time_exits,success_rate,wilson_low,avg_net_return_pct
entry_vs_opening_high_pct >= -0.8; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0,9,6,3,0,66.67,35.42,0.3
market_median_change_pct >= -0.5; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
market_median_change_pct >= 0; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
signal_score >= 70; entry_gap_pct >= -1.5,9,6,3,0,66.67,35.42,0.3
signal_score >= 70; entry_gap_pct >= -1,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 930; signal_hhmm <= 935; day_change_pct >= 5,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 930; signal_hhmm <= 940; day_change_pct >= 5,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 930; opening_width_pct <= 3.0; day_change_pct >= 5,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8; day_change_pct >= 5,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 935; opening_width_pct <= 3.0; volume_ratio >= 2.5,9,6,2,1,66.67,35.42,0.394
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 5,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 8,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 10,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 935; volume_ratio >= 2.5; cum_value_bil <= 5,9,6,2,1,66.67,35.42,0.394
signal_hhmm <= 935; cum_value_bil <= 5; distance_from_60d_high_pct <= -10,9,6,1,2,66.67,35.42,0.502
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.8; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 5,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 940; market_median_change_pct >= -0.5; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 940; market_median_change_pct >= 0; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 940; signal_score >= 70; entry_gap_pct >= -1.5,9,6,3,0,66.67,35.42,0.3
signal_hhmm <= 940; signal_score >= 70; entry_gap_pct >= -1,9,6,3,0,66.67,35.42,0.3
opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 5,9,6,3,0,66.67,35.42,0.3
opening_width_pct <= 3.0; day_change_pct >= 5; distance_from_60d_high_pct <= -10,9,6,1,2,66.67,35.42,0.536
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0,9,6,3,0,66.67,35.42,0.3
entry_vs_opening_high_pct >= -0.8; signal_score >= 70; entry_gap_pct >= -1.5,9,6,3,0,66.67,35.42,0.3
entry_vs_opening_high_pct >= -0.8; signal_score >= 70; entry_gap_pct >= -1,9,6,3,0,66.67,35.42,0.3
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 8,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 0.3; signal_score >= 70; entry_gap_pct >= -1.5,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 0.3; signal_score >= 70; entry_gap_pct >= -1,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.5; cum_value_bil <= 5,9,6,2,1,66.67,35.42,0.394
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 10; distance_from_60d_high_pct <= -10,9,6,2,1,66.67,35.42,0.479
signal_close_vs_vwap_pct >= 0.8; signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 5; entry_gap_pct >= -1.5,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 5; entry_gap_pct >= -1,9,6,3,0,66.67,35.42,0.3
signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0; distance_from_60d_high_pct <= -8,9,6,3,0,66.67,35.42,0.3
volume_ratio >= 2.5; cum_value_bil <= 10; entry_gap_pct >= -0.5,9,6,2,1,66.67,35.42,0.357
volume_ratio >= 3.0; cum_value_bil <= 10; distance_from_60d_high_pct <= -8,9,6,2,1,66.67,35.42,0.357
volume_ratio >= 3.0; cum_value_bil <= 15; distance_from_60d_high_pct <= -8,9,6,2,1,66.67,35.42,0.357
cum_value_bil <= 8; day_change_pct >= 5; distance_from_60d_high_pct <= -10,9,6,1,2,66.67,35.42,0.536
market_median_change_pct >= -0.5; market_median_change_pct >= 0; signal_score >= 70,9,6,3,0,66.67,35.42,0.3
signal_score >= 70; entry_gap_pct >= -1.5; entry_gap_pct >= -1,9,6,3,0,66.67,35.42,0.3
day_change_pct >= 5,23,15,6,2,65.22,44.89,0.353
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.3; day_change_pct >= 5,17,11,4,2,64.71,41.3,0.372
entry_vs_opening_high_pct >= -0.8; day_change_pct >= 5; distance_from_60d_high_pct <= -8,17,11,4,2,64.71,41.3,0.372
signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.0; cum_value_bil <= 10,17,11,3,3,64.71,41.3,0.422
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 10; day_change_pct >= 5,17,11,4,2,64.71,41.3,0.372
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 15; day_change_pct >= 5,17,11,4,2,64.71,41.3,0.372
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.5,14,9,4,1,64.29,38.76,0.296
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 15,14,9,5,0,64.29,38.76,0.236
volume_ratio >= 2.5; cum_value_bil <= 8,14,9,3,2,64.29,38.76,0.333
signal_hhmm <= 935; opening_width_pct <= 3.0; day_change_pct >= 5,14,9,5,0,64.29,38.76,0.236
signal_hhmm <= 935; day_change_pct >= 5; entry_gap_pct >= -1.5,14,9,5,0,64.29,38.76,0.236
signal_hhmm <= 935; day_change_pct >= 5; entry_gap_pct >= -1,14,9,5,0,64.29,38.76,0.236
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; day_change_pct >= 5,14,9,4,1,64.29,38.76,0.273
entry_vs_opening_high_pct >= -0.8; volume_ratio >= 2.5; cum_value_bil <= 10,14,9,3,2,64.29,38.76,0.333
entry_vs_opening_high_pct >= -0.8; volume_ratio >= 2.5; distance_from_60d_high_pct <= -8,14,9,3,2,64.29,38.76,0.291
entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.0; cum_value_bil <= 10,14,9,1,4,64.29,38.76,0.453
entry_vs_opening_high_pct >= -0.5; day_change_pct >= 5; entry_gap_pct >= -1,14,9,4,1,64.29,38.76,0.273
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.5,14,9,4,1,64.29,38.76,0.296
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 15,14,9,5,0,64.29,38.76,0.236
signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.5; cum_value_bil <= 8,14,9,3,2,64.29,38.76,0.333
signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 15,14,9,5,0,64.29,38.76,0.236
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.0; volume_ratio >= 2.5,14,9,4,1,64.29,38.76,0.296
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.0; cum_value_bil <= 10,14,9,3,2,64.29,38.76,0.411
volume_ratio >= 2.0; volume_ratio >= 2.5; cum_value_bil <= 8,14,9,3,2,64.29,38.76,0.333
volume_ratio >= 2.5; cum_value_bil <= 8; cum_value_bil <= 10,14,9,3,2,64.29,38.76,0.333
volume_ratio >= 2.5; cum_value_bil <= 8; cum_value_bil <= 15,14,9,3,2,64.29,38.76,0.333
volume_ratio >= 2.5; cum_value_bil <= 10; entry_gap_pct >= -1.5,14,9,3,2,64.29,38.76,0.333
volume_ratio >= 2.5; cum_value_bil <= 10; entry_gap_pct >= -1,14,9,3,2,64.29,38.76,0.333
volume_ratio >= 2.5; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -8,14,9,3,2,64.29,38.76,0.291
volume_ratio >= 2.5; entry_gap_pct >= -1; distance_from_60d_high_pct <= -8,14,9,3,2,64.29,38.76,0.291
cum_value_bil <= 10; day_change_pct >= 5; entry_gap_pct >= -1,14,9,3,2,64.29,38.76,0.388
cum_value_bil <= 15; day_change_pct >= 5; entry_gap_pct >= -1,14,9,3,2,64.29,38.76,0.388
signal_hhmm <= 935; volume_ratio >= 2.5,11,7,3,1,63.64,35.38,0.295
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 3.0,11,7,3,1,63.64,35.38,0.295
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 8,11,7,4,0,63.64,35.38,0.218
volume_ratio >= 2.5; cum_value_bil <= 5,11,7,2,2,63.64,35.38,0.342
volume_ratio >= 3.0; distance_from_60d_high_pct <= -8,11,7,2,2,63.64,35.38,0.289
signal_hhmm <= 935; signal_hhmm <= 940; volume_ratio >= 2.5,11,7,3,1,63.64,35.38,0.295
signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.8; volume_ratio >= 2.5,11,7,3,1,63.64,35.38,0.295
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.5,11,7,3,1,63.64,35.38,0.295
signal_hhmm <= 935; volume_ratio >= 2.0; volume_ratio >= 2.5,11,7,3,1,63.64,35.38,0.295
signal_hhmm <= 935; volume_ratio >= 2.0; cum_value_bil <= 5,11,7,2,2,63.64,35.38,0.343
signal_hhmm <= 935; volume_ratio >= 2.5; cum_value_bil <= 15,11,7,3,1,63.64,35.38,0.295
signal_hhmm <= 935; volume_ratio >= 2.5; entry_gap_pct >= -1.5,11,7,3,1,63.64,35.38,0.295
signal_hhmm <= 935; volume_ratio >= 2.5; entry_gap_pct >= -1,11,7,3,1,63.64,35.38,0.295
signal_hhmm <= 935; cum_value_bil <= 10; distance_from_60d_high_pct <= -10,11,7,2,2,63.64,35.38,0.383
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.5,11,7,2,2,63.64,35.38,0.342
opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.5,11,7,3,1,63.64,35.38,0.295
opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 10,11,7,4,0,63.64,35.38,0.218
opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 15,11,7,4,0,63.64,35.38,0.218
entry_vs_opening_high_pct >= -0.8; volume_ratio >= 2.5; cum_value_bil <= 5,11,7,2,2,63.64,35.38,0.342
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 15,11,7,4,0,63.64,35.38,0.218
entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.0; cum_value_bil <= 5,11,7,0,4,63.64,35.38,0.495
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 8; day_change_pct >= 5,11,7,3,1,63.64,35.38,0.265
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 3.0,11,7,3,1,63.64,35.38,0.295
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 8,11,7,4,0,63.64,35.38,0.218
signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.5; cum_value_bil <= 5,11,7,2,2,63.64,35.38,0.342
signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 3.0; distance_from_60d_high_pct <= -8,11,7,2,2,63.64,35.38,0.289
signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 8,11,7,4,0,63.64,35.38,0.218
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.0; volume_ratio >= 3.0,11,7,3,1,63.64,35.38,0.295
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.0; cum_value_bil <= 5,11,7,2,2,63.64,35.38,0.441
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.5; volume_ratio >= 3.0,11,7,3,1,63.64,35.38,0.295
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.5; cum_value_bil <= 8,11,7,3,1,63.64,35.38,0.295
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 5; day_change_pct >= 5,11,7,3,1,63.64,35.38,0.365
signal_close_vs_vwap_pct >= 0.8; volume_ratio >= 2.0; distance_from_60d_high_pct <= -8,11,7,4,0,63.64,35.38,0.218
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 8; cum_value_bil <= 10,11,7,4,0,63.64,35.38,0.218
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 8; cum_value_bil <= 15,11,7,4,0,63.64,35.38,0.218
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 10; entry_gap_pct >= -1.5,11,7,4,0,63.64,35.38,0.218
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 10; entry_gap_pct >= -1,11,7,4,0,63.64,35.38,0.218
volume_ratio >= 2.0; volume_ratio >= 2.5; cum_value_bil <= 5,11,7,2,2,63.64,35.38,0.342
volume_ratio >= 2.0; volume_ratio >= 3.0; distance_from_60d_high_pct <= -8,11,7,2,2,63.64,35.38,0.289
volume_ratio >= 2.0; cum_value_bil <= 10; distance_from_60d_high_pct <= -10,11,7,0,4,63.64,35.38,0.564
volume_ratio >= 2.0; market_median_change_pct >= 0; day_change_pct >= 5,11,7,2,2,63.64,35.38,0.412
volume_ratio >= 2.5; volume_ratio >= 3.0; distance_from_60d_high_pct <= -8,11,7,2,2,63.64,35.38,0.289
volume_ratio >= 2.5; cum_value_bil <= 5; cum_value_bil <= 8,11,7,2,2,63.64,35.38,0.342
volume_ratio >= 2.5; cum_value_bil <= 5; cum_value_bil <= 10,11,7,2,2,63.64,35.38,0.342
volume_ratio >= 2.5; cum_value_bil <= 5; cum_value_bil <= 15,11,7,2,2,63.64,35.38,0.342
volume_ratio >= 2.5; cum_value_bil <= 10; market_median_change_pct >= -0.5,11,7,2,2,63.64,35.38,0.342
volume_ratio >= 2.5; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -8,11,7,2,2,63.64,35.38,0.289
cum_value_bil <= 5; day_change_pct >= 5; distance_from_60d_high_pct <= -8,11,7,2,2,63.64,35.38,0.412
signal_hhmm <= 940; day_change_pct >= 5,19,12,5,2,63.16,41.04,0.317
day_change_pct >= 5; entry_gap_pct >= -1,19,12,5,2,63.16,41.04,0.317
signal_close_vs_vwap_pct >= 0.3; day_change_pct >= 5; entry_gap_pct >= -1.5,19,12,5,2,63.16,41.04,0.317
day_change_pct >= 5; entry_gap_pct >= -1.5; entry_gap_pct >= -1,19,12,5,2,63.16,41.04,0.317
entry_vs_opening_high_pct >= -0.5; day_change_pct >= 5,16,10,5,1,62.5,38.64,0.22
volume_ratio >= 2.5; cum_value_bil <= 15,16,10,4,2,62.5,38.64,0.273
cum_value_bil <= 8; day_change_pct >= 5,16,10,4,2,62.5,38.64,0.32
opening_width_pct <= 3.0; day_change_pct >= 5; distance_from_60d_high_pct <= -8,16,10,4,2,62.5,38.64,0.32
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; day_change_pct >= 5,16,10,5,1,62.5,38.64,0.22
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 10; day_change_pct >= 5,16,10,4,2,62.5,38.64,0.32
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 15; day_change_pct >= 5,16,10,4,2,62.5,38.64,0.32
signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.0; cum_value_bil <= 8,16,10,3,3,62.5,38.64,0.373
signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.5; cum_value_bil <= 15,16,10,4,2,62.5,38.64,0.273
volume_ratio >= 2.0; volume_ratio >= 2.5; cum_value_bil <= 15,16,10,4,2,62.5,38.64,0.273
cum_value_bil <= 8; cum_value_bil <= 10; day_change_pct >= 5,16,10,4,2,62.5,38.64,0.32
cum_value_bil <= 8; cum_value_bil <= 15; day_change_pct >= 5,16,10,4,2,62.5,38.64,0.32
day_change_pct >= 5; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -8,16,10,4,2,62.5,38.64,0.32
signal_hhmm <= 935; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.5; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
cum_value_bil <= 3; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
signal_hhmm <= 930; opening_width_pct <= 3.0; volume_ratio >= 2.5,8,5,2,1,62.5,30.57,0.293
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.3; day_change_pct >= 5,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.5; day_change_pct >= 5,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 930; volume_ratio >= 2.5; cum_value_bil <= 8,8,5,2,1,62.5,30.57,0.293
signal_hhmm <= 930; volume_ratio >= 2.5; cum_value_bil <= 10,8,5,2,1,62.5,30.57,0.293
signal_hhmm <= 930; volume_ratio >= 2.5; distance_from_60d_high_pct <= -8,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 930; cum_value_bil <= 8; distance_from_60d_high_pct <= -10,8,5,1,2,62.5,30.57,0.415
signal_hhmm <= 930; market_median_change_pct >= -0.5; day_change_pct >= 5,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 930; market_median_change_pct >= 0; day_change_pct >= 5,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 930; day_change_pct >= 5; entry_gap_pct >= -1.5,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 930; day_change_pct >= 5; entry_gap_pct >= -1,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 935; signal_hhmm <= 940; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.8; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 935; volume_ratio >= 2.5; market_median_change_pct >= -0.5,8,5,2,1,62.5,30.57,0.293
signal_hhmm <= 935; signal_score >= 70; entry_gap_pct >= -1.5,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 935; signal_score >= 70; entry_gap_pct >= -1,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.2; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0,8,5,3,0,62.5,30.57,0.187
signal_hhmm <= 940; volume_ratio >= 3.0; distance_from_60d_high_pct <= -8,8,5,2,1,62.5,30.57,0.252
opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.8; day_change_pct >= 5,8,5,3,0,62.5,30.57,0.187
opening_width_pct <= 2.5; day_change_pct >= 5; distance_from_60d_high_pct <= -10,8,5,1,2,62.5,30.57,0.453
opening_width_pct <= 3.0; cum_value_bil <= 3; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 3; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.3; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.5; volume_ratio >= 3.0; cum_value_bil <= 10,8,5,1,2,62.5,30.57,0.358
entry_vs_opening_high_pct >= -0.5; volume_ratio >= 3.0; cum_value_bil <= 15,8,5,1,2,62.5,30.57,0.358
entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= -0.5; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= 0; signal_score >= 70,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.5; signal_score >= 70; entry_gap_pct >= -1.5,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.5; signal_score >= 70; entry_gap_pct >= -1,8,5,3,0,62.5,30.57,0.187
entry_vs_opening_high_pct >= -0.2; volume_ratio >= 2.0; cum_value_bil <= 15,8,5,1,2,62.5,30.57,0.397
entry_vs_opening_high_pct >= -0.2; cum_value_bil <= 10; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
entry_vs_opening_high_pct >= -0.2; cum_value_bil <= 15; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
entry_vs_opening_high_pct >= -0.2; day_change_pct >= 5; entry_gap_pct >= -1,8,5,2,1,62.5,30.57,0.252
entry_vs_opening_high_pct >= -0.2; day_change_pct >= 5; distance_from_60d_high_pct <= -8,8,5,2,1,62.5,30.57,0.252
signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 3.0; cum_value_bil <= 5,8,5,2,1,62.5,30.57,0.293
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 10; market_median_change_pct >= 0.3,8,5,2,1,62.5,30.57,0.293
signal_close_vs_vwap_pct >= 0.5; day_change_pct >= 5; entry_gap_pct >= -0.5,8,5,3,0,62.5,30.57,0.188
signal_close_vs_vwap_pct >= 0.8; volume_ratio >= 2.0; distance_from_60d_high_pct <= -10,8,5,3,0,62.5,30.57,0.187
signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -10,8,5,3,0,62.5,30.57,0.187
signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0; distance_from_60d_high_pct <= -10,8,5,3,0,62.5,30.57,0.187
signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0; entry_gap_pct >= -1.5,8,5,3,0,62.5,30.57,0.187
signal_close_vs_vwap_pct >= 1.0; volume_ratio >= 2.0; entry_gap_pct >= -1,8,5,3,0,62.5,30.57,0.187
volume_ratio >= 2.5; cum_value_bil <= 8; entry_gap_pct >= -0.5,8,5,2,1,62.5,30.57,0.252
volume_ratio >= 3.0; cum_value_bil <= 5; distance_from_60d_high_pct <= -8,8,5,2,1,62.5,30.57,0.252
volume_ratio >= 3.0; cum_value_bil <= 8; distance_from_60d_high_pct <= -8,8,5,2,1,62.5,30.57,0.252
cum_value_bil <= 3; cum_value_bil <= 5; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
cum_value_bil <= 3; cum_value_bil <= 8; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
cum_value_bil <= 3; cum_value_bil <= 10; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
cum_value_bil <= 3; cum_value_bil <= 15; day_change_pct >= 5,8,5,2,1,62.5,30.57,0.252
cum_value_bil <= 5; day_change_pct >= 5; distance_from_60d_high_pct <= -10,8,5,1,2,62.5,30.57,0.453
cum_value_bil <= 10; day_change_pct >= 5; entry_gap_pct >= -0.5,8,5,2,1,62.5,30.57,0.252
cum_value_bil <= 15; day_change_pct >= 5; entry_gap_pct >= -0.5,8,5,2,1,62.5,30.57,0.252
market_median_change_pct >= -0.5; signal_score >= 70; entry_gap_pct >= -1.5,8,5,3,0,62.5,30.57,0.187
market_median_change_pct >= -0.5; signal_score >= 70; entry_gap_pct >= -1,8,5,3,0,62.5,30.57,0.187
market_median_change_pct >= 0; signal_score >= 70; entry_gap_pct >= -1.5,8,5,3,0,62.5,30.57,0.187
market_median_change_pct >= 0; signal_score >= 70; entry_gap_pct >= -1,8,5,3,0,62.5,30.57,0.187
day_change_pct >= 5; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8,8,5,2,1,62.5,30.57,0.252
entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.5,13,8,2,3,61.54,35.52,0.286
signal_close_vs_vwap_pct >= 0.8; volume_ratio >= 2.0,13,8,5,0,61.54,35.52,0.162
signal_close_vs_vwap_pct >= 0.8; distance_from_60d_high_pct <= -8,13,8,5,0,61.54,35.52,0.162
signal_hhmm <= 935; volume_ratio >= 2.0; cum_value_bil <= 15,13,8,3,2,61.54,35.52,0.267
signal_hhmm <= 935; market_median_change_pct >= -0.5; day_change_pct >= 5,13,8,5,0,61.54,35.52,0.162
signal_hhmm <= 935; market_median_change_pct >= 0; day_change_pct >= 5,13,8,5,0,61.54,35.52,0.162
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 15,13,8,5,0,61.54,35.52,0.162
signal_hhmm <= 940; volume_ratio >= 2.5; cum_value_bil <= 10,13,8,3,2,61.54,35.52,0.266
signal_hhmm <= 940; cum_value_bil <= 8; day_change_pct >= 5,13,8,3,2,61.54,35.52,0.325
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.5,13,8,2,3,61.54,35.52,0.286
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.5,13,8,4,1,61.54,35.52,0.227
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.8; volume_ratio >= 2.0,13,8,5,0,61.54,35.52,0.162
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.8; distance_from_60d_high_pct <= -8,13,8,5,0,61.54,35.52,0.162
entry_vs_opening_high_pct >= -0.8; volume_ratio >= 2.5; cum_value_bil <= 8,13,8,3,2,61.54,35.52,0.266
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.5,13,8,2,3,61.54,35.52,0.286
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 10,13,8,4,1,61.54,35.52,0.227
